BinStart BinEnd POD TAP191 TF14 TF160 TF162 TF185 TF186 TF23 TF29 TF39 TF5HS TF5 TF7 TF9
407001 408000 0 1 1 0 0 1 0 0 0 0 0 0 0 0
408001 409000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
409001 410000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
410001 411000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
411001 412000 0 1 0 0 0 0 0 1 0 0 0 1 0 0
412001 413000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
413001 414000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
414001 415000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
415001 416000 0 1 0 0 0 1 0 0 0 0 0 0 0 0
416001 417000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
417001 418000 0 0 0 0 0 0 0 1 0 0 1 1 0 0
418001 419000 0 0 0 1 0 0 0 1 1 0 1 1 0 0
419001 420000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
420001 421000 1 1 1 1 1 0 1 1 1 0 1 1 1 0
421001 422000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
422001 423000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
423001 424000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
424001 425000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
425001 426000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
426001 427000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
427001 428000 1 1 1 1 0 0 0 0 0 1 0 0 1 0
428001 429000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
429001 430000 0 1 0 1 0 0 0 0 0 0 0 0 0 0
430001 431000 0 1 1 1 1 0 0 1 1 1 0 0 1 0
431001 432000 0 0 0 0 0 0 0 1 0 0 0 0 0 1
432001 433000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
433001 434000 0 0 0 0 0 0 0 1 0 0 0 0 0 1
434001 435000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
435001 436000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
436001 437000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
437001 438000 0 0 0 0 0 0 0 1 0 0 1 0 0 0
438001 439000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
439001 440000 0 0 0 0 0 0 0 1 0 0 0 0 0 1
440001 441000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
441001 442000 0 0 0 0 0 0 0 1 0 0 1 0 0 0
442001 443000 1 0 0 0 0 0 0 1 0 0 1 1 0 1
443001 444000 0 0 0 0 0 0 0 1 0 0 1 0 0 0
444001 445000 0 1 1 0 0 0 0 1 0 0 1 0 0 0
445001 446000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
446001 447000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
447001 448000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
448001 449000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
449001 450000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
450001 451000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
451001 452000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
452001 453000 1 1 0 1 1 0 1 0 1 1 1 0 0 0
453001 454000 1 1 1 1 1 0 0 0 1 1 0 0 1 0
454001 455000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
455001 456000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
456001 457000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
457001 458000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
458001 459000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
459001 460000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
460001 461000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
461001 462000 0 0 0 0 0 0 0 1 0 0 0 0 0 1
462001 463000 0 0 0 0 0 0 0 1 0 0 0 0 0 0
463001 464000 1 1 1 1 0 0 0 0 1 1 0 0 0 0
464001 465000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
465001 466000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
466001 467000 0 0 0 1 0 0 0 0 0 0 0 0 0 0
467001 468000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
468001 469000 0 0 0 1 0 0 0 0 0 0 0 0 0 1
469001 470000 1 1 1 1 1 0 0 0 1 1 1 0 1 0
470001 471000 1 1 1 1 0 0 0 0 1 1 1 0 1 0
471001 472000 0 1 0 1 0 0 0 0 0 1 0 0 0 0
472001 473000 0 1 1 1 0 0 0 0 1 0 0 0 0 0
473001 474000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
474001 475000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
475001 476000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
476001 477000 1 1 1 0 0 0 0 0 0 1 0 0 0 1
477001 478000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
478001 479000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
479001 480000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
480001 481000 1 1 0 1 0 0 0 0 1 1 1 0 0 0
481001 482000 1 1 0 1 0 0 1 0 1 1 1 0 0 0
482001 483000 1 1 1 1 1 1 1 0 1 1 1 1 1 1
483001 484000 1 1 1 1 0 0 0 0 1 1 0 0 1 0
484001 485000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
485001 486000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
486001 487000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
487001 488000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
488001 489000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
489001 490000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
490001 491000 1 1 0 0 0 0 0 0 1 0 0 0 0 1
491001 492000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
492001 493000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
493001 494000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
494001 495000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
495001 496000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
496001 497000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
497001 498000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
498001 499000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
499001 5e+05 0 0 0 0 0 0 0 0 0 0 0 0 0 0
500001 501000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
501001 502000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
502001 503000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
503001 504000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
504001 505000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
505001 506000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
506001 507000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
507001 508000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
508001 509000 0 1 1 0 0 0 0 0 0 0 0 0 0 1
509001 510000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
510001 511000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
511001 512000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
512001 513000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
513001 514000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
514001 515000 0 1 1 1 0 0 0 0 0 0 0 0 0 0
515001 516000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
516001 517000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
517001 518000 1 1 0 1 0 0 0 0 0 1 0 0 0 0
518001 519000 1 1 1 1 0 0 0 0 0 0 0 0 0 0
519001 520000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
520001 521000 0 0 1 0 0 0 0 0 0 0 0 0 0 1
521001 522000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
522001 523000 0 0 0 0 0 0 0 0 0 0 1 0 0 0
523001 524000 0 1 1 1 0 0 0 0 0 1 1 1 0 0
524001 525000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
525001 526000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
526001 527000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
527001 528000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
528001 529000 0 1 1 0 0 0 0 0 1 0 0 0 0 0
529001 530000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
530001 531000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
531001 532000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
532001 533000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
533001 534000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
534001 535000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
535001 536000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
536001 537000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
537001 538000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
538001 539000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
539001 540000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
540001 541000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
541001 542000 1 1 1 1 1 0 0 0 1 1 1 1 0 0
542001 543000 1 1 0 1 0 0 0 0 0 1 0 0 0 0
543001 544000 1 1 1 1 0 0 0 0 0 1 1 0 1 0
544001 545000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
545001 546000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
546001 547000 1 1 1 0 0 0 1 0 1 0 0 0 1 0
547001 548000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
548001 549000 1 1 1 1 1 0 0 0 1 1 1 0 1 0
549001 550000 0 1 1 1 1 0 0 0 1 1 1 0 0 0
550001 551000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
551001 552000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
552001 553000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
553001 554000 1 1 0 0 0 0 0 0 0 1 0 0 0 0
554001 555000 0 1 1 1 0 0 0 0 0 1 0 0 0 1
555001 556000 1 1 1 1 1 0 0 0 1 1 0 0 0 0
556001 557000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
557001 558000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
558001 559000 0 1 0 0 0 0 0 0 1 1 0 0 0 1
559001 560000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
560001 561000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
561001 562000 0 1 0 0 0 0 0 0 1 1 0 0 0 0
562001 563000 1 1 1 1 0 0 0 0 0 1 1 0 1 0
563001 564000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
564001 565000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
565001 566000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
566001 567000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
567001 568000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
568001 569000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
569001 570000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
570001 571000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
571001 572000 1 1 0 1 0 0 0 0 1 1 0 0 0 0
572001 573000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
573001 574000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
574001 575000 1 1 1 1 0 0 0 0 0 1 0 0 1 0
575001 576000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
576001 577000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
577001 578000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
578001 579000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
579001 580000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
580001 581000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581001 582000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
582001 583000 0 1 1 0 1 0 0 0 0 0 0 0 0 0
583001 584000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
584001 585000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585001 586000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
586001 587000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
587001 588000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588001 589000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589001 590000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
590001 591000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
591001 592000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
592001 593000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
593001 594000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
594001 595000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
595001 596000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
596001 597000 1 1 1 1 1 1 1 0 1 1 0 0 1 0
597001 598000 1 1 0 1 0 0 0 0 1 1 0 0 0 0
598001 599000 0 0 0 0 0 0 0 0 0 1 0 0 0 0
599001 6e+05 0 0 0 0 0 0 0 0 0 0 0 0 0 1
600001 601000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
601001 602000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
602001 603000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
603001 604000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
604001 605000 1 1 1 1 0 0 0 0 0 1 0 0 0 0
605001 606000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
606001 607000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
607001 608000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
608001 609000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
609001 610000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
610001 611000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
611001 612000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
612001 613000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
613001 614000 0 0 1 0 0 1 0 0 0 0 0 0 0 0
614001 615000 1 1 1 0 1 1 1 0 0 0 0 0 0 0
615001 616000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
616001 617000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
617001 618000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
618001 619000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
619001 620000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
620001 621000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
621001 622000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
622001 623000 0 1 1 0 0 1 0 0 0 0 0 0 0 0
623001 624000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
624001 625000 0 1 0 1 0 0 0 0 0 0 0 0 0 0
625001 626000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
626001 627000 0 0 1 0 0 0 0 0 0 0 0 0 0 0
627001 628000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
628001 629000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
629001 630000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
630001 631000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
631001 632000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
632001 633000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
633001 634000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
634001 635000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
635001 636000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
636001 637000 1 1 1 1 1 0 1 0 1 1 1 0 1 1
637001 638000 0 1 0 0 0 1 0 0 0 0 0 0 0 0
638001 639000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
639001 640000 0 1 1 0 0 0 0 0 0 0 0 0 0 1
640001 641000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
641001 642000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
642001 643000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
643001 644000 0 1 0 1 0 0 0 0 0 0 0 0 0 0
644001 645000 0 1 0 1 0 0 0 0 0 1 0 0 0 0
645001 646000 1 1 0 0 0 0 0 0 0 0 0 0 0 1
646001 647000 0 1 0 0 0 1 0 0 0 0 0 0 0 1
647001 648000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
648001 649000 1 1 1 0 1 1 0 0 1 1 0 1 1 0
649001 650000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
650001 651000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
651001 652000 0 1 0 0 0 0 0 0 0 0 0 0 0 1
652001 653000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
653001 654000 0 0 0 0 0 0 0 0 0 0 0 1 0 1
654001 655000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
655001 656000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
656001 657000 0 1 0 1 0 1 1 0 1 0 0 0 0 0
657001 658000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
658001 659000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
659001 660000 0 1 1 1 1 0 0 0 0 1 0 0 1 0
660001 661000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
661001 662000 1 1 1 0 0 0 1 0 1 1 0 0 1 0
662001 663000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
663001 664000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
664001 665000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
665001 666000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
666001 667000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
667001 668000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
668001 669000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
669001 670000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
670001 671000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
671001 672000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
672001 673000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
673001 674000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
674001 675000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
675001 676000 0 1 1 0 0 0 0 0 1 0 0 0 0 0
676001 677000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
677001 678000 0 0 0 0 0 0 0 0 1 0 0 0 0 0
678001 679000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
679001 680000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
680001 681000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
681001 682000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
682001 683000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
683001 684000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
684001 685000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
685001 686000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
686001 687000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
687001 688000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
688001 689000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
689001 690000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
690001 691000 1 1 1 0 0 1 0 0 0 0 0 0 1 0
691001 692000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
692001 693000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
693001 694000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
694001 695000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
695001 696000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
696001 697000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
697001 698000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
698001 699000 0 0 0 0 0 1 0 0 0 0 0 0 0 0
699001 7e+05 0 0 0 0 0 0 0 0 0 0 0 0 0 0
700001 701000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
701001 702000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
702001 703000 0 0 1 0 0 0 0 0 0 0 0 0 0 0
703001 704000 1 1 1 1 1 0 0 0 1 1 0 0 1 0
704001 705000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
705001 706000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
706001 707000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
707001 708000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
708001 709000 1 1 1 0 1 0 1 0 1 1 0 0 1 0
709001 710000 0 0 0 1 1 0 0 0 0 0 0 0 0 0
710001 711000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
711001 712000 0 1 1 0 0 0 1 0 0 0 0 0 0 0
712001 713000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
713001 714000 0 0 1 0 0 0 0 0 0 0 0 0 0 0
714001 715000 1 1 1 1 1 0 1 0 1 1 0 0 0 0
715001 716000 1 1 1 1 0 0 0 0 1 1 1 0 1 0
716001 717000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
717001 718000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
718001 719000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
719001 720000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
720001 721000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
721001 722000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
722001 723000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
723001 724000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
724001 725000 1 1 0 0 0 0 0 0 0 0 0 0 0 0
725001 726000 0 1 1 0 0 0 0 0 0 0 0 0 0 1
726001 727000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
727001 728000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
728001 729000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
729001 730000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
730001 731000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
731001 732000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
732001 733000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
733001 734000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
734001 735000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
735001 736000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
736001 737000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
737001 738000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
738001 739000 0 0 1 0 0 0 0 0 0 0 0 0 0 1
739001 740000 0 1 0 1 0 0 0 0 0 0 0 0 0 0
740001 741000 1 1 1 1 0 0 0 0 0 1 0 0 1 0
741001 742000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
742001 743000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
743001 744000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
744001 745000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
745001 746000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
746001 747000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
747001 748000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
748001 749000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
749001 750000 1 1 1 1 0 0 0 0 1 1 0 0 1 0
750001 751000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
751001 752000 1 1 1 1 0 0 0 0 0 1 0 0 0 1
752001 753000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
753001 754000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
754001 755000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
755001 756000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
756001 757000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
757001 758000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
758001 759000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
759001 760000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
760001 761000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
761001 762000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
762001 763000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
763001 764000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
764001 765000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
765001 766000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
766001 767000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
767001 768000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
768001 769000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
769001 770000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
770001 771000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
771001 772000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
772001 773000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
773001 774000 0 1 1 0 0 1 1 0 0 0 0 0 0 0
774001 775000 0 0 0 0 0 1 0 0 0 0 0 0 0 0
775001 776000 0 1 0 0 0 1 0 0 0 0 0 0 0 0
776001 777000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
777001 778000 0 0 0 0 0 1 0 0 0 0 0 0 0 0
778001 779000 0 0 0 0 0 1 0 0 0 0 0 0 0 0
779001 780000 0 0 0 0 0 1 0 0 0 0 0 0 0 0
780001 781000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
781001 782000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
782001 783000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
783001 784000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
784001 785000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
785001 786000 1 0 0 0 0 0 0 0 0 0 0 0 0 1
786001 787000 0 1 1 0 0 0 0 0 0 0 0 0 0 0
787001 788000 1 1 0 1 1 0 0 0 0 0 1 0 0 0
788001 789000 1 1 0 1 1 0 0 0 1 1 0 0 0 1
789001 790000 1 1 1 1 1 0 0 0 1 1 0 0 1 0
790001 791000 0 0 0 0 0 0 0 0 0 1 0 0 0 0
791001 792000 1 1 1 1 0 0 0 0 0 0 0 0 0 0
792001 793000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
793001 794000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
794001 795000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
795001 796000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
796001 797000 0 1 0 0 0 0 0 0 0 0 0 0 0 1
797001 798000 1 1 1 1 0 0 0 0 0 1 0 0 1 0
798001 799000 0 1 0 0 0 0 0 0 0 0 0 0 0 0
799001 8e+05 1 1 0 1 0 1 1 1 1 1 1 0 1 0
800001 801000 1 1 1 0 1 1 1 0 1 0 0 0 1 0
801001 802000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
802001 803000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
803001 804000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
804001 805000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
805001 806000 1 1 1 1 0 0 0 0 0 0 0 0 0 0
806001 807000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
807001 808000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
808001 809000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
809001 810000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
810001 811000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
811001 812000 1 0 0 0 0 0 0 0 0 0 0 0 0 0
812001 813000 0 0 0 0 0 0 0 0 0 0 0 0 0 1
813001 814000 0 1 1 1 1 0 0 0 1 1 0 0 0 0
814001 815000 0 0 0 0 0 0 0 0 0 0 0 0 0 0
815001 816400 0 0 0 0 0 0 0 0 0 0 0 0 0 0
